campaign_date,RDate,RDateTime,CH4._ppm,CO2._ppm,GasT_C
2024-08-04,2024-08-04,2024-08-04T09:30:48Z,2.10207,404.296,38.2517
2024-08-04,2024-08-04,2024-08-04T09:30:53Z,2.09404,406.024,38.2566
2024-08-04,2024-08-04,2024-08-04T09:30:58Z,2.04998,408.962,38.2632
2024-08-04,2024-08-04,2024-08-04T09:31:03Z,2.01297,411.513,38.2755
2024-08-04,2024-08-04,2024-08-04T09:31:08Z,1.96613,413.503,38.2835
2024-08-04,2024-08-04,2024-08-04T09:31:13Z,1.93648,417.611,38.2984
2024-08-04,2024-08-04,2024-08-04T09:31:18Z,1.91928,418.189,38.306
2024-08-04,2024-08-04,2024-08-04T09:31:23Z,1.9135,415.329,38.322
2024-08-04,2024-08-04,2024-08-04T09:31:28Z,1.91465,413.137,38.3352
2024-08-04,2024-08-04,2024-08-04T09:31:33Z,1.92869,412.594,38.3505
2024-08-04,2024-08-04,2024-08-04T09:31:38Z,1.94199,411.801,38.3586
2024-08-04,2024-08-04,2024-08-04T09:31:44Z,1.97259,410.037,38.3712
2024-08-04,2024-08-04,2024-08-04T09:31:49Z,2.21666,409.391,38.3847
2024-08-04,2024-08-04,2024-08-04T09:31:54Z,2.27308,408.853,38.4026
2024-08-04,2024-08-04,2024-08-04T09:31:59Z,2.10622,408.625,38.4165
2024-08-04,2024-08-04,2024-08-04T09:32:04Z,2.2913,408.426,38.4332
2024-08-04,2024-08-04,2024-08-04T09:32:09Z,2.73773,408.251,38.4448
2024-08-04,2024-08-04,2024-08-04T09:32:14Z,2.35577,408.054,38.4559
2024-08-04,2024-08-04,2024-08-04T09:32:19Z,2.12,408.788,38.4677
2024-08-04,2024-08-04,2024-08-04T09:32:24Z,2.10255,409.839,38.4811
2024-08-04,2024-08-04,2024-08-04T09:32:29Z,2.07946,409.253,38.4931
2024-08-04,2024-08-04,2024-08-04T09:32:34Z,2.0488,410.997,38.5056
2024-08-04,2024-08-04,2024-08-04T09:32:39Z,2.04852,413.679,38.5173
2024-08-04,2024-08-04,2024-08-04T09:32:44Z,2.12152,420.889,38.5396
2024-08-04,2024-08-04,2024-08-04T09:32:50Z,2.1351,423.937,38.5416
2024-08-04,2024-08-04,2024-08-04T09:32:55Z,2.06647,422.754,38.5539
2024-08-04,2024-08-04,2024-08-04T09:32:59Z,1.99008,414.653,38.5684
2024-08-04,2024-08-04,2024-08-04T09:33:05Z,1.95186,410.513,38.581
2024-08-04,2024-08-04,2024-08-04T09:33:10Z,1.94133,414.467,38.5909
2024-08-04,2024-08-04,2024-08-04T09:33:15Z,1.93527,417.418,38.6056
2024-08-04,2024-08-04,2024-08-04T09:33:20Z,1.94574,415.683,38.612
2024-08-04,2024-08-04,2024-08-04T09:33:25Z,1.96106,413.124,38.6316
2024-08-04,2024-08-04,2024-08-04T09:33:30Z,1.96345,412.272,38.6386
2024-08-04,2024-08-04,2024-08-04T09:33:35Z,1.98597,412.997,38.6516
2024-08-04,2024-08-04,2024-08-04T09:33:40Z,2.04574,415.163,38.6617
2024-08-04,2024-08-04,2024-08-04T09:33:45Z,2.10466,413.992,38.6746
2024-08-04,2024-08-04,2024-08-04T09:33:51Z,2.03934,414.996,38.6844
2024-08-04,2024-08-04,2024-08-04T09:33:56Z,2.00732,413.65,38.6951
2024-08-04,2024-08-04,2024-08-04T09:34:01Z,1.98659,411.303,38.7052
2024-08-04,2024-08-04,2024-08-04T09:34:06Z,1.95749,408.783,38.7138
2024-08-04,2024-08-04,2024-08-04T09:34:11Z,1.98868,409.051,38.726
2024-08-04,2024-08-04,2024-08-04T09:34:16Z,1.97446,408.577,38.7291
2024-08-04,2024-08-04,2024-08-04T09:34:21Z,1.93167,407.939,38.7388
2024-08-04,2024-08-04,2024-08-04T09:34:26Z,1.94225,408.365,38.7481
2024-08-04,2024-08-04,2024-08-04T09:34:31Z,1.94392,408.578,38.7624
2024-08-04,2024-08-04,2024-08-04T09:34:36Z,1.93208,408.877,38.774
2024-08-04,2024-08-04,2024-08-04T09:34:41Z,1.93677,412.153,38.785
2024-08-04,2024-08-04,2024-08-04T09:34:46Z,1.98836,418.466,38.7966
2024-08-04,2024-08-04,2024-08-04T09:34:51Z,2.01278,419.336,38.8095
2024-08-04,2024-08-04,2024-08-04T09:34:57Z,2.02062,419.085,38.8278
2024-08-04,2024-08-04,2024-08-04T09:35:02Z,2.01795,418.86,38.8382
2024-08-04,2024-08-04,2024-08-04T09:35:07Z,1.99325,420.79,38.8511
2024-08-04,2024-08-04,2024-08-04T09:35:12Z,1.9657,424.977,38.8691
2024-08-04,2024-08-04,2024-08-04T09:35:17Z,1.98118,421.364,38.8816
2024-08-04,2024-08-04,2024-08-04T09:35:22Z,2.03185,419.344,38.8971
2024-08-04,2024-08-04,2024-08-04T09:35:27Z,2.11903,419.614,38.9134
2024-08-04,2024-08-04,2024-08-04T09:35:32Z,2.13095,416.368,38.9299
2024-08-04,2024-08-04,2024-08-04T09:35:37Z,2.13776,413.802,38.9443
2024-08-04,2024-08-04,2024-08-04T09:35:42Z,2.10014,413.386,38.9542
2024-08-04,2024-08-04,2024-08-04T09:35:47Z,2.08092,425.947,38.9693
2024-08-04,2024-08-04,2024-08-04T09:35:52Z,2.04631,429.988,38.9801
2024-08-04,2024-08-04,2024-08-04T09:35:58Z,2.01784,419.931,38.9904
2024-08-04,2024-08-04,2024-08-04T09:36:03Z,2.02412,414.183,39
2024-08-04,2024-08-04,2024-08-04T09:36:08Z,2.03573,411.617,39.0115
2024-08-04,2024-08-04,2024-08-04T09:36:13Z,2.05964,410.581,39.0264
2024-08-04,2024-08-04,2024-08-04T09:36:18Z,2.0986,413.25,39.0381
2024-08-04,2024-08-04,2024-08-04T09:36:23Z,2.11242,414.607,39.0532
2024-08-04,2024-08-04,2024-08-04T09:36:28Z,2.09323,413.251,39.0624
2024-08-04,2024-08-04,2024-08-04T09:36:33Z,2.07223,411.391,39.074
2024-08-04,2024-08-04,2024-08-04T09:36:38Z,2.04194,410.433,39.0844
2024-08-04,2024-08-04,2024-08-04T09:36:43Z,2.01132,409.741,39.0999
2024-08-04,2024-08-04,2024-08-04T09:36:48Z,2.01781,409.264,39.1079
2024-08-04,2024-08-04,2024-08-04T09:36:53Z,2.00936,409.217,39.1209
2024-08-04,2024-08-04,2024-08-04T09:36:58Z,1.98064,409.426,39.1331
2024-08-04,2024-08-04,2024-08-04T09:37:04Z,1.96955,410.018,39.1464
2024-08-04,2024-08-04,2024-08-04T09:37:09Z,1.97159,410.556,39.155
2024-08-04,2024-08-04,2024-08-04T09:37:14Z,2.0111,410.548,39.1668
2024-08-04,2024-08-04,2024-08-04T09:37:19Z,2.04876,411.733,39.1817
2024-08-04,2024-08-04,2024-08-04T09:37:24Z,2.04691,413.682,39.1904
2024-08-04,2024-08-04,2024-08-04T09:37:29Z,2.05926,414.889,39.2021
2024-08-04,2024-08-04,2024-08-04T09:37:34Z,2.07345,419.999,39.2104
2024-08-04,2024-08-04,2024-08-04T09:37:39Z,2.05079,423.198,39.2194
2024-08-04,2024-08-04,2024-08-04T09:37:44Z,2.00364,417.619,39.2231
2024-08-04,2024-08-04,2024-08-04T09:37:49Z,2.07428,413.295,39.2327
2024-08-04,2024-08-04,2024-08-04T09:37:54Z,2.09552,411.953,39.2475
2024-08-04,2024-08-04,2024-08-04T09:37:59Z,2.10493,412.392,39.2568
2024-08-04,2024-08-04,2024-08-04T09:38:04Z,2.069,410.835,39.2693
2024-08-04,2024-08-04,2024-08-04T09:38:10Z,1.99764,409.874,39.2814
2024-08-04,2024-08-04,2024-08-04T09:38:15Z,1.95252,409.63,39.2939
2024-08-04,2024-08-04,2024-08-04T09:38:20Z,1.96834,409.776,39.3077
2024-08-04,2024-08-04,2024-08-04T09:38:25Z,2.00922,409.121,39.3194
2024-08-04,2024-08-04,2024-08-04T09:38:30Z,1.99193,408.465,39.3374
2024-08-04,2024-08-04,2024-08-04T09:38:35Z,1.94899,408.537,39.35
2024-08-04,2024-08-04,2024-08-04T09:38:40Z,1.94182,408.516,39.3651
2024-08-04,2024-08-04,2024-08-04T09:38:45Z,1.95797,408.352,39.382
2024-08-04,2024-08-04,2024-08-04T09:38:50Z,1.93606,408.125,39.3961
2024-08-04,2024-08-04,2024-08-04T09:38:55Z,1.92103,407.897,39.41
2024-08-04,2024-08-04,2024-08-04T09:39:00Z,1.92179,407.901,39.4254
2024-08-04,2024-08-04,2024-08-04T09:39:05Z,2.02373,408.18,39.4366
2024-08-04,2024-08-04,2024-08-04T09:39:11Z,2.00652,408.143,39.4474
2024-08-04,2024-08-04,2024-08-04T09:39:16Z,1.98553,407.716,39.4589
2024-08-04,2024-08-04,2024-08-04T09:39:21Z,1.96045,407.489,39.4713
2024-08-04,2024-08-04,2024-08-04T09:39:26Z,1.97618,407.678,39.4825
2024-08-04,2024-08-04,2024-08-04T09:39:31Z,1.94213,408.02,39.4951
2024-08-04,2024-08-04,2024-08-04T09:39:36Z,1.92323,408.51,39.5086
2024-08-04,2024-08-04,2024-08-04T09:39:41Z,1.94862,408.447,39.5192
2024-08-04,2024-08-04,2024-08-04T09:39:46Z,1.94592,408.413,39.5307
2024-08-04,2024-08-04,2024-08-04T09:39:51Z,1.9578,408.335,39.5437
2024-08-04,2024-08-04,2024-08-04T09:39:56Z,1.98608,408.216,39.5526
2024-08-04,2024-08-04,2024-08-04T09:40:01Z,1.92932,407.846,39.5706
2024-08-04,2024-08-04,2024-08-04T09:40:06Z,1.90608,408.335,39.576
2024-08-04,2024-08-04,2024-08-04T09:40:11Z,1.90068,408.716,39.5891
2024-08-04,2024-08-04,2024-08-04T09:40:17Z,1.90203,408.766,39.6006
2024-08-04,2024-08-04,2024-08-04T09:40:22Z,1.90578,410.584,39.6155
2024-08-04,2024-08-04,2024-08-04T09:40:27Z,1.92844,427.452,39.6249
2024-08-04,2024-08-04,2024-08-04T09:40:32Z,1.9717,433.644,39.642
2024-08-04,2024-08-04,2024-08-04T09:40:37Z,2.02836,423.224,39.648
2024-08-04,2024-08-04,2024-08-04T09:40:42Z,1.99142,414.202,39.6592
2024-08-04,2024-08-04,2024-08-04T09:40:47Z,2.09808,410.4,39.6681
2024-08-04,2024-08-04,2024-08-04T09:40:52Z,2.83442,410.748,39.6762
2024-08-04,2024-08-04,2024-08-04T09:40:57Z,3.36921,410.04,39.6834
2024-08-04,2024-08-04,2024-08-04T09:41:02Z,3.58286,408.809,39.691
2024-08-04,2024-08-04,2024-08-04T09:41:07Z,4.48891,408.877,39.6975
2024-08-04,2024-08-04,2024-08-04T09:41:12Z,3.84725,408.981,39.7074
2024-08-04,2024-08-04,2024-08-04T09:41:18Z,3.03675,408.897,39.7171
2024-08-04,2024-08-04,2024-08-04T09:41:23Z,2.59296,408.796,39.7315
2024-08-04,2024-08-04,2024-08-04T09:41:28Z,2.37205,408.864,39.7402
2024-08-04,2024-08-04,2024-08-04T09:41:33Z,2.23995,409.244,39.7592
2024-08-04,2024-08-04,2024-08-04T09:41:38Z,2.13241,411.819,39.763
2024-08-04,2024-08-04,2024-08-04T09:41:43Z,2.22889,410.677,39.7836
2024-08-04,2024-08-04,2024-08-04T09:41:48Z,2.27751,410.081,39.787
2024-08-04,2024-08-04,2024-08-04T09:41:53Z,2.16516,409.38,39.8003
2024-08-04,2024-08-04,2024-08-04T09:41:58Z,2.09602,410.283,39.813
2024-08-04,2024-08-04,2024-08-04T09:42:03Z,2.09023,423.635,39.8332
2024-08-04,2024-08-04,2024-08-04T09:42:08Z,2.0836,424.378,39.848
2024-08-04,2024-08-04,2024-08-04T09:42:13Z,2.02648,418.554,39.8604
2024-08-04,2024-08-04,2024-08-04T09:42:18Z,1.97582,420.23,39.8761
2024-08-04,2024-08-04,2024-08-04T09:42:24Z,1.96668,418.064,39.8874
2024-08-04,2024-08-04,2024-08-04T09:42:29Z,2.06444,416.719,39.9078
2024-08-04,2024-08-04,2024-08-04T09:42:34Z,2.06094,413.741,39.915
2024-08-04,2024-08-04,2024-08-04T09:42:39Z,1.97839,413.559,39.9222
2024-08-04,2024-08-04,2024-08-04T09:42:44Z,1.94719,413.959,39.9292
2024-08-04,2024-08-04,2024-08-04T09:42:49Z,1.98402,412.092,39.9464
2024-08-04,2024-08-04,2024-08-04T09:42:54Z,2.45683,412.015,39.9564
2024-08-04,2024-08-04,2024-08-04T09:42:59Z,2.6267,409.194,39.9664
2024-08-04,2024-08-04,2024-08-04T09:43:04Z,2.40938,408.02,39.9783
2024-08-04,2024-08-04,2024-08-04T09:43:09Z,2.42867,407.303,39.9886
2024-08-04,2024-08-04,2024-08-04T09:43:14Z,2.49283,406.988,39.9994
2024-08-04,2024-08-04,2024-08-04T09:43:19Z,2.72008,407.022,40.0132
2024-08-04,2024-08-04,2024-08-04T09:43:24Z,2.43051,407.477,40.0224
2024-08-04,2024-08-04,2024-08-04T09:43:30Z,2.19062,406.926,40.0315
2024-08-04,2024-08-04,2024-08-04T09:43:35Z,2.14102,406.288,40.0398
2024-08-04,2024-08-04,2024-08-04T09:43:40Z,2.34996,405.962,40.0599
2024-08-04,2024-08-04,2024-08-04T09:43:45Z,4.19528,406.395,40.0626
2024-08-04,2024-08-04,2024-08-04T09:43:50Z,2.57135,407.487,40.0732
2024-08-04,2024-08-04,2024-08-04T09:43:55Z,2.23129,408.256,40.0876
2024-08-04,2024-08-04,2024-08-04T09:44:00Z,2.0731,408.426,40.0947
2024-08-04,2024-08-04,2024-08-04T09:44:05Z,1.93934,408.821,40.1046
2024-08-04,2024-08-04,2024-08-04T09:44:10Z,1.92187,408.988,40.1143
2024-08-04,2024-08-04,2024-08-04T09:44:15Z,2.01038,408.978,40.1235
2024-08-04,2024-08-04,2024-08-04T09:44:20Z,2.17053,408.907,40.1321
2024-08-04,2024-08-04,2024-08-04T09:44:25Z,2.23535,408.313,40.1387
2024-08-04,2024-08-04,2024-08-04T09:44:31Z,2.45419,407.669,40.1449
2024-08-04,2024-08-04,2024-08-04T09:44:36Z,2.44272,409.386,40.1527
2024-08-04,2024-08-04,2024-08-04T09:44:41Z,2.04477,409.25,40.163
2024-08-04,2024-08-04,2024-08-04T09:44:46Z,2.00004,410.083,40.1707
2024-08-04,2024-08-04,2024-08-04T09:44:51Z,1.95909,411.712,40.1827
2024-08-04,2024-08-04,2024-08-04T09:44:56Z,1.984,417.513,40.196
2024-08-04,2024-08-04,2024-08-04T09:45:01Z,2.1668,415.624,40.2054
2024-08-04,2024-08-04,2024-08-04T09:45:06Z,2.11381,419.735,40.2191
2024-08-04,2024-08-04,2024-08-04T09:45:11Z,2.01912,418.187,40.2281
2024-08-04,2024-08-04,2024-08-04T09:45:16Z,1.96105,417.086,40.2393
2024-08-04,2024-08-04,2024-08-04T09:45:21Z,1.95213,412.84,40.2576
2024-08-04,2024-08-04,2024-08-04T09:45:26Z,1.91469,411.673,40.2673
2024-08-04,2024-08-04,2024-08-04T09:45:31Z,1.92027,413.072,40.2782
2024-08-04,2024-08-04,2024-08-04T09:45:37Z,2.06558,413.687,40.2937
2024-08-04,2024-08-04,2024-08-04T09:45:42Z,2.30718,411.613,40.3097
2024-08-04,2024-08-04,2024-08-04T09:45:47Z,2.05765,410.456,40.3225
2024-08-04,2024-08-04,2024-08-04T09:45:52Z,2.1034,410.053,40.3342
2024-08-04,2024-08-04,2024-08-04T09:45:57Z,1.94855,409.952,40.3464
2024-08-04,2024-08-04,2024-08-04T09:46:02Z,2.03363,410.468,40.3545
2024-08-04,2024-08-04,2024-08-04T09:46:07Z,2.1211700000000002,410.306,40.3645
2024-08-04,2024-08-04,2024-08-04T09:46:12Z,1.98701,410.092,40.3758
2024-08-04,2024-08-04,2024-08-04T09:46:17Z,1.95884,411.215,40.385
2024-08-04,2024-08-04,2024-08-04T09:46:22Z,2.09716,409.476,40.3959
2024-08-04,2024-08-04,2024-08-04T09:46:27Z,2.23021,411.212,40.4082
2024-08-04,2024-08-04,2024-08-04T09:46:32Z,2.03058,413.71,40.4152
2024-08-04,2024-08-04,2024-08-04T09:46:38Z,2.0209,411.999,40.4263
2024-08-04,2024-08-04,2024-08-04T09:46:43Z,2.21019,410.308,40.4376
2024-08-04,2024-08-04,2024-08-04T09:46:48Z,2.03379,409.208,40.4463
2024-08-04,2024-08-04,2024-08-04T09:46:53Z,1.97705,409.037,40.4572
2024-08-04,2024-08-04,2024-08-04T09:46:58Z,1.97937,409.618,40.4664
2024-08-04,2024-08-04,2024-08-04T09:47:03Z,2.06132,409.526,40.4789
2024-08-04,2024-08-04,2024-08-04T09:47:08Z,1.99992,412.86,40.4882
2024-08-04,2024-08-04,2024-08-04T09:47:13Z,2.01508,410.737,40.4992
2024-08-04,2024-08-04,2024-08-04T09:47:18Z,1.96692,410.774,40.5077
2024-08-04,2024-08-04,2024-08-04T09:47:23Z,1.94815,410.078,40.5207
2024-08-04,2024-08-04,2024-08-04T09:47:28Z,1.93611,409.577,40.5263
2024-08-04,2024-08-04,2024-08-04T09:47:33Z,1.92033,409.195,40.5392
2024-08-04,2024-08-04,2024-08-04T09:47:38Z,1.91621,409.309,40.543
2024-08-04,2024-08-04,2024-08-04T09:47:44Z,1.97474,409.265,40.5541
2024-08-04,2024-08-04,2024-08-04T09:47:49Z,2.03518,409.235,40.5625
2024-08-04,2024-08-04,2024-08-04T09:47:54Z,2.23079,408.764,40.5657
2024-08-04,2024-08-04,2024-08-04T09:47:59Z,2.23033,408.377,40.569
2024-08-04,2024-08-04,2024-08-04T09:48:04Z,2.02591,408.348,40.5758
2024-08-04,2024-08-04,2024-08-04T09:48:09Z,1.99331,408.667,40.5847
2024-08-04,2024-08-04,2024-08-04T09:48:14Z,1.9965,408.801,40.5921
2024-08-04,2024-08-04,2024-08-04T09:48:19Z,1.96578,408.818,40.6039
2024-08-04,2024-08-04,2024-08-04T09:48:24Z,1.94935,408.994,40.6147
2024-08-04,2024-08-04,2024-08-04T09:48:29Z,2.05115,409.186,40.6218
2024-08-04,2024-08-04,2024-08-04T09:48:34Z,2.05366,408.962,40.6313
2024-08-04,2024-08-04,2024-08-04T09:48:39Z,2.27809,408.923,40.6418
2024-08-04,2024-08-04,2024-08-04T09:48:45Z,2.06567,409.077,40.6524
2024-08-04,2024-08-04,2024-08-04T09:48:50Z,1.93026,409.464,40.6632
2024-08-04,2024-08-04,2024-08-04T09:48:55Z,2.08785,409.333,40.6775
2024-08-04,2024-08-04,2024-08-04T09:48:59Z,2.07207,409.163,40.6904
2024-08-04,2024-08-04,2024-08-04T09:49:05Z,2.04196,408.996,40.7028
2024-08-04,2024-08-04,2024-08-04T09:49:10Z,2.00324,408.35,40.7161
2024-08-04,2024-08-04,2024-08-04T09:49:15Z,1.94403,407.989,40.7257
2024-08-04,2024-08-04,2024-08-04T09:49:20Z,2.06501,407.998,40.7367
2024-08-04,2024-08-04,2024-08-04T09:49:25Z,2.14678,407.671,40.7456
2024-08-04,2024-08-04,2024-08-04T09:49:30Z,2.05579,407.445,40.7574
2024-08-04,2024-08-04,2024-08-04T09:49:35Z,1.98535,407.611,40.7666
2024-08-04,2024-08-04,2024-08-04T09:49:40Z,1.94527,407.618,40.7789
2024-08-04,2024-08-04,2024-08-04T09:49:45Z,2.00208,407.782,40.7857
2024-08-04,2024-08-04,2024-08-04T09:49:51Z,1.97099,407.744,40.7961
2024-08-04,2024-08-04,2024-08-04T09:49:56Z,1.95872,407.532,40.8071
2024-08-04,2024-08-04,2024-08-04T09:50:01Z,1.92845,408.071,40.8144
2024-08-04,2024-08-04,2024-08-04T09:50:06Z,1.95447,408.072,40.823
2024-08-04,2024-08-04,2024-08-04T09:50:11Z,1.96362,408.126,40.8331
2024-08-04,2024-08-04,2024-08-04T09:50:16Z,1.99175,407.985,40.8408
2024-08-04,2024-08-04,2024-08-04T09:50:21Z,1.97099,407.751,40.8498
2024-08-04,2024-08-04,2024-08-04T09:50:26Z,1.93812,407.948,40.8581
2024-08-04,2024-08-04,2024-08-04T09:50:31Z,1.91646,407.741,40.8744
2024-08-04,2024-08-04,2024-08-04T09:50:36Z,1.92686,408.779,40.8789
2024-08-04,2024-08-04,2024-08-04T09:50:41Z,1.92192,409.187,40.8876
2024-08-04,2024-08-04,2024-08-04T09:50:46Z,1.92347,408.217,40.8953
2024-08-04,2024-08-04,2024-08-04T09:50:51Z,1.94029,407.588,40.9014
2024-08-04,2024-08-04,2024-08-04T09:50:57Z,1.92507,407.56,40.9152
2024-08-04,2024-08-04,2024-08-04T09:51:02Z,1.90725,407.416,40.9215
2024-08-04,2024-08-04,2024-08-04T09:51:07Z,1.923,407.656,40.9268
2024-08-04,2024-08-04,2024-08-04T09:51:12Z,1.96435,407.862,40.9382
2024-08-04,2024-08-04,2024-08-04T09:51:17Z,1.9401,408.494,40.9409
2024-08-04,2024-08-04,2024-08-04T09:51:22Z,1.91862,408.394,40.9454
2024-08-04,2024-08-04,2024-08-04T09:51:27Z,1.92947,409.384,40.9485
2024-08-04,2024-08-04,2024-08-04T09:51:32Z,1.9813,410.909,40.9549
2024-08-04,2024-08-04,2024-08-04T09:51:37Z,2.01472,410.814,40.9602
2024-08-04,2024-08-04,2024-08-04T09:51:42Z,2.10249,410.019,40.9724
2024-08-04,2024-08-04,2024-08-04T09:51:47Z,2.01128,408.912,40.9809
2024-08-04,2024-08-04,2024-08-04T09:51:52Z,1.94691,409.268,40.9892
2024-08-04,2024-08-04,2024-08-04T09:51:58Z,1.94298,409.042,40.9987
2024-08-04,2024-08-04,2024-08-04T09:52:03Z,1.93209,408.729,41.004
2024-08-04,2024-08-04,2024-08-04T09:52:08Z,1.92575,408.471,41.0149
2024-08-04,2024-08-04,2024-08-04T09:52:13Z,1.92901,408.205,41.0208
2024-08-04,2024-08-04,2024-08-04T09:52:18Z,1.95402,408.484,41.0299
2024-08-04,2024-08-04,2024-08-04T09:52:23Z,1.95176,407.5,41.0421
2024-08-04,2024-08-04,2024-08-04T09:52:28Z,2.01232,407.523,41.0542
2024-08-04,2024-08-04,2024-08-04T09:52:33Z,2.10818,407.405,41.0725
2024-08-04,2024-08-04,2024-08-04T09:52:38Z,2.00252,409.256,41.0778
2024-08-04,2024-08-04,2024-08-04T09:52:43Z,1.93028,414.073,41.0885
2024-08-04,2024-08-04,2024-08-04T09:52:48Z,1.90498,410.118,41.0993
2024-08-04,2024-08-04,2024-08-04T09:52:53Z,1.91481,407.426,41.1056
2024-08-04,2024-08-04,2024-08-04T09:52:58Z,2.0239,406.871,41.112
2024-08-04,2024-08-04,2024-08-04T09:53:04Z,2.0459,407.469,41.1284
2024-08-04,2024-08-04,2024-08-04T09:53:09Z,2.27109,408.693,41.1362
2024-08-04,2024-08-04,2024-08-04T09:53:14Z,2.42511,409.949,41.1452
2024-08-04,2024-08-04,2024-08-04T09:53:19Z,2.38305,414.298,41.1466
2024-08-04,2024-08-04,2024-08-04T09:53:24Z,2.28523,414.127,41.1568
2024-08-04,2024-08-04,2024-08-04T09:53:29Z,2.3098,414.356,41.1639
2024-08-04,2024-08-04,2024-08-04T09:53:34Z,2.41763,414.717,41.1691
2024-08-04,2024-08-04,2024-08-04T09:53:39Z,2.51093,415.909,41.1769
2024-08-04,2024-08-04,2024-08-04T09:53:44Z,2.71235,417.286,41.1846
2024-08-04,2024-08-04,2024-08-04T09:53:49Z,2.60244,417.363,41.192
2024-08-04,2024-08-04,2024-08-04T09:53:54Z,2.20082,412.009,41.2043
2024-08-04,2024-08-04,2024-08-04T09:53:59Z,2.315,405.848,41.2069
2024-08-04,2024-08-04,2024-08-04T09:54:05Z,2.14085,405.411,41.218
2024-08-04,2024-08-04,2024-08-04T09:54:10Z,2.01691,407.532,41.2299
2024-08-04,2024-08-04,2024-08-04T09:54:15Z,2.06163,409.483,41.2304
2024-08-04,2024-08-04,2024-08-04T09:54:20Z,2.12255,410.306,41.2343
2024-08-04,2024-08-04,2024-08-04T09:54:25Z,1.99459,410.481,41.2436
2024-08-04,2024-08-04,2024-08-04T09:54:30Z,1.9423,410.241,41.2474
2024-08-04,2024-08-04,2024-08-04T09:54:35Z,1.95775,410.229,41.2558
2024-08-04,2024-08-04,2024-08-04T09:54:40Z,1.92018,409.381,41.2645
2024-08-04,2024-08-04,2024-08-04T09:54:45Z,1.92106,410.091,41.2661
2024-08-04,2024-08-04,2024-08-04T09:54:50Z,1.91868,410.213,41.2696
2024-08-04,2024-08-04,2024-08-04T09:54:55Z,1.94617,409.768,41.2745
2024-08-04,2024-08-04,2024-08-04T09:55:00Z,1.9476,409.678,41.2779
2024-08-04,2024-08-04,2024-08-04T09:55:05Z,1.93073,409.465,41.2767
2024-08-04,2024-08-04,2024-08-04T09:55:11Z,1.94057,409.4,41.2851
2024-08-04,2024-08-04,2024-08-04T09:55:16Z,1.92486,409.51,41.2917
2024-08-04,2024-08-04,2024-08-04T09:55:21Z,1.91037,409.596,41.2967
2024-08-04,2024-08-04,2024-08-04T09:55:26Z,1.95791,409.433,41.3034
2024-08-04,2024-08-04,2024-08-04T09:55:31Z,1.95655,409.073,41.3104
2024-08-04,2024-08-04,2024-08-04T09:55:36Z,1.92304,409.042,41.3141
2024-08-04,2024-08-04,2024-08-04T09:55:41Z,1.94234,408.84,41.3289
2024-08-04,2024-08-04,2024-08-04T09:55:46Z,1.97529,409.31,41.3292
2024-08-04,2024-08-04,2024-08-04T09:55:51Z,1.96488,409.239,41.3371
2024-08-04,2024-08-04,2024-08-04T09:55:56Z,1.99954,408.923,41.3463
2024-08-04,2024-08-04,2024-08-04T09:56:01Z,2.03771,408.309,41.3569
2024-08-04,2024-08-04,2024-08-04T09:56:06Z,2.08162,408.678,41.3672
2024-08-04,2024-08-04,2024-08-04T09:56:11Z,2.12923,409.613,41.3794
2024-08-04,2024-08-04,2024-08-04T09:56:17Z,2.17075,410.685,41.3872
2024-08-04,2024-08-04,2024-08-04T09:56:22Z,2.20981,412.063,41.3916
2024-08-04,2024-08-04,2024-08-04T09:56:27Z,2.24999,413.909,41.3969
2024-08-04,2024-08-04,2024-08-04T09:56:32Z,2.28477,415.689,41.4044
2024-08-04,2024-08-04,2024-08-04T09:56:37Z,2.31439,417.338,41.4105
2024-08-04,2024-08-04,2024-08-04T09:56:42Z,2.34064,418.844,41.4259
2024-08-04,2024-08-04,2024-08-04T09:56:47Z,2.36506,420.528,41.4204
2024-08-04,2024-08-04,2024-08-04T09:56:52Z,2.39002,421.997,41.4259
2024-08-04,2024-08-04,2024-08-04T09:56:57Z,2.41633,423.647,41.4345
2024-08-04,2024-08-04,2024-08-04T09:57:02Z,2.44232,425.267,41.4359
2024-08-04,2024-08-04,2024-08-04T09:57:07Z,2.46635,426.692,41.4404
2024-08-04,2024-08-04,2024-08-04T09:57:12Z,2.48671,427.976,41.4484
2024-08-04,2024-08-04,2024-08-04T09:57:18Z,2.50699,429.198,41.4544
2024-08-04,2024-08-04,2024-08-04T09:57:23Z,2.52656,430.381,41.4586
2024-08-04,2024-08-04,2024-08-04T09:57:28Z,2.54378,431.529,41.4634
2024-08-04,2024-08-04,2024-08-04T09:57:33Z,2.55965,432.492,41.4689
2024-08-04,2024-08-04,2024-08-04T09:57:38Z,2.57392,433.442,41.4768
2024-08-04,2024-08-04,2024-08-04T09:57:43Z,2.58571,434.19,41.4853
2024-08-04,2024-08-04,2024-08-04T09:57:48Z,2.59855,435.027,41.4857
2024-08-04,2024-08-04,2024-08-04T09:57:53Z,2.61115,435.803,41.4895
2024-08-04,2024-08-04,2024-08-04T09:57:58Z,2.62309,436.572,41.5028
2024-08-04,2024-08-04,2024-08-04T09:58:03Z,2.63442,437.241,41.4955
2024-08-04,2024-08-04,2024-08-04T09:58:08Z,2.64564,438.056,41.4978
2024-08-04,2024-08-04,2024-08-04T09:58:13Z,2.65898,438.817,41.5072
