cdate mmdd10.,ctime time11.,id $char12.,subid $char9.,pos $char4.,rep 1.,matrix $char2.,tpe $char3.,anal$char6.,cup 3.,ddate mmdd10.,dtime time11.,dilf 2.,method $char5.,parea 8.,pht 8.,conc 10.,unit $char6.,cconc 10.,caleq $char90.,qcrec 8.,qcact 8.,qcflag $char5.,,,,,,,,,,,,,,,,,,,,,,,,,
20250123,9:00:00 AM,QAC,REC,C,1,DI,ATP,TP,209,1/24/2025,11:11:12 AM,1,P-1.5,0.61,0.0531,132,ug P/L,143.9,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,108.2,133,TRUE,[rec]/[actual]*100,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,142.7810558,143.8581745,137.5329581,,132.8891746,y=-88.002*0.61^2+299.37*0.61-7.0891,y=-31.655*0.61^2+263.05*0.61-4.8235,y=-7.6709*0.61^2+230.25*0.61-0.0652,FALSE,y=-1.3102*0.61^2+212.34*0.61+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20250123 09:00:00-QAC-REC-C-1-DI-ATP
20250117,2:00:00 PM,QAC,BLK,A,1,DI,FLD,TP,251,1/24/2025,11:12:51 AM,1,P-1.5,0.0237,0.0027,9.07,ug P/L,9.1,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,9.1,,TRUE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,-0.043460843,1.393004703,5.387416332,,8.881022074,y=-88.002*0.0237^2+299.37*0.0237-7.0891,y=-31.655*0.0237^2+263.05*0.0237-4.8235,y=-7.6709*0.0237^2+230.25*0.0237-0.0652,FALSE,y=-1.3102*0.0237^2+212.34*0.0237+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20250117 14:00:00-QAC-BLK-A-1-DI-FLD
20250117,2:00:00 PM,QAC,BLK,FIL,1,DI,FLD,TDP,264,1/24/2025,11:13:43 AM,1,P-1.5,0.0394,0.00315,12.4,ug P/L,12.4,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,12.4,,TRUE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,4.569467215,5.491530044,8.994742002,,12.2134621,y=-88.002*0.0394^2+299.37*0.0394-7.0891,y=-31.655*0.0394^2+263.05*0.0394-4.8235,y=-7.6709*0.0394^2+230.25*0.0394-0.0652,FALSE,y=-1.3102*0.0394^2+212.34*0.0394+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20250117 14:00:00-QAC-BLK-FIL-1-DI-FLD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,142.9729754,144.0825737,137.7538419,,133.0999148,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,29.78843523,28.32826448,29.28111997,,31.00735368,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,118.6859598,116.7026309,111.1382418,,107.7923757,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,36.92682457,34.93547002,35.21137694,,36.5185873,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,31.17044262,29.60220471,30.42235945,,32.06734387,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,80.66868205,77.08168472,73.7305396,,72.50992044,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,28.40202774,27.05274151,28.13949695,,29.94729798,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,27.01122015,25.77563578,26.99749039,,28.88717678,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,28.67966125,27.30797272,28.36785224,,30.15931436,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,36.38194179,34.42874288,34.75557153,,36.09470914,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,,257.719532,256.702837,,248.4006949,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,,261.499078,260.9488388,,252.5861775,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
20250117,2:00:00 PM,PD1,0,C,1,SW,SPK,TP,253,1/24/2025,11:24:35 AM,1,P-1.5,5.07,0.49,1040,ug P/L,1046.7,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,104.7,1000,TRUE,([spikedunkn]-[unkn])/[spike]*100,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,,,,,1046.73454,FALSE,FALSE,FALSE,FALSE,y=-1.3102*5.07^2+212.34*5.07+3.8493,FALSE,FALSE,FALSE,FALSE,y=-1.3102x2+212.34x+3.8493,20250117 14:00:00-PD1-0-C-1-SW-SPK
20250123,9:00:00 AM,QAC,STD,D,1,DI,CHK,TP,199,1/24/2025,11:25:26 AM,1,P-1.5,2.38,0.225,499,ug P/L,504.5,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,100.9,500,TRUE,[chk]/[actual]*100,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,,,504.478754,,501.7970031,FALSE,FALSE,FALSE,FALSE,y=-1.3102*2.38^2+212.34*2.38+3.8493,FALSE,FALSE,FALSE,FALSE,y=-1.3102x2+212.34x+3.8493,20250123 09:00:00-QAC-STD-D-1-DI-CHK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,23.65532953,22.70412442,24.25510977,,26.34261859,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,42.87407005,40.49275472,40.2211862,,41.18055524,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,35.5632976,33.66817735,34.07174835,,35.45887225,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,28.12421823,26.79744698,27.91112632,,29.73527898,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,63.78232093,60.44275792,58.3760799,,58.12247473,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,91.86448672,88.41102415,84.30171965,,82.44710276,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,3.28104755,4.344472625,7.984153148,,11.27959501,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,6.612203214,7.313868051,10.60188486,,13.69905519,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,21.57323008,20.80548136,22.56287382,,24.77328629,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,16.15462036,15.88890749,18.19119299,,20.72204921,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,41.2605422,38.9801705,38.85561099,,39.90923522,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,42.33693145,39.98881322,39.76605583,,40.75679238,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
20250117,2:00:00 PM,PD3,0,FIL,1,SW,SPK,TDP,266,1/24/2025,11:36:25 AM,1,P-1.5,4.95,0.478,1020,ug P/L,1022.8,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,102.3,1000,TRUE,([spikedunkn]-[unkn])/[spike]*100,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,,,,,1022.829125,FALSE,FALSE,FALSE,FALSE,y=-1.3102*4.95^2+212.34*4.95+3.8493,FALSE,FALSE,FALSE,FALSE,y=-1.3102x2+212.34x+3.8493,20250117 14:00:00-PD3-0-FIL-1-SW-SPK
20250123,9:00:00 AM,QAC,STD,D,1,DI,CHK,TP,199,1/24/2025,11:38:57 AM,1,P-1.5,2.35,0.222,492,ug P/L,498.7,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,99.7,500,TRUE,[chk]/[actual]*100,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,,,498.6597548,,495.6127205,FALSE,FALSE,y=-7.6709*2.35^2+230.25*2.35-0.0652,FALSE,y=-1.3102*2.35^2+212.34*2.35+3.8493,FALSE,FALSE,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20250123 09:00:00-QAC-STD-D-1-DI-CHK
20241203,11:45:00 AM,QAC,BLK,A,1,DI,ESF,TP,111,1/24/2025,11:39:46 AM,1,P-1.5,0.0256,0.00272,9.47,ug P/L,9.5,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,9.5,,TRUE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,0.517099009,1.889834579,5.824172799,,9.284345347,y=-88.002*0.0256^2+299.37*0.0256-7.0891,y=-31.655*0.0256^2+263.05*0.0256-4.8235,y=-7.6709*0.0256^2+230.25*0.0256-0.0652,FALSE,y=-1.3102*0.0256^2+212.34*0.0256+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20241203 11:45:00-QAC-BLK-A-1-DI-ESF
20241210,7:10:00 AM,QAC,BLK,A,1,DI,ESF,TP,112,1/24/2025,11:40:36 AM,1,P-1.5,0.0237,0.00256,9.08,ug P/L,9.1,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,9.1,,TRUE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,-0.043460843,1.393004703,5.387416332,,8.881022074,y=-88.002*0.0237^2+299.37*0.0237-7.0891,y=-31.655*0.0237^2+263.05*0.0237-4.8235,y=-7.6709*0.0237^2+230.25*0.0237-0.0652,FALSE,y=-1.3102*0.0237^2+212.34*0.0237+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20241210 07:10:00-QAC-BLK-A-1-DI-ESF
20241218,7:35:00 AM,QAC,BLK,A,1,DI,ESF,TP,113,1/24/2025,11:41:26 AM,1,P-1.5,0.0374,0.00283,12,ug P/L,12.0,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,12.0,,TRUE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,3.984244322,4.970292252,8.535420252,,11.78898334,y=-88.002*0.0374^2+299.37*0.0374-7.0891,y=-31.655*0.0374^2+263.05*0.0374-4.8235,y=-7.6709*0.0374^2+230.25*0.0374-0.0652,FALSE,y=-1.3102*0.0374^2+212.34*0.0374+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20241218 07:35:00-QAC-BLK-A-1-DI-ESF
20241223,2:00:00 PM,QAC,BLK,A,1,DI,ESF,TP,114,1/24/2025,11:42:16 AM,1,P-1.5,0.0343,0.00296,11.3,ug P/L,11.3,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,11.3,,TRUE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,3.075757527,4.161873209,7.823350263,,11.13102056,y=-88.002*0.0343^2+299.37*0.0343-7.0891,y=-31.655*0.0343^2+263.05*0.0343-4.8235,y=-7.6709*0.0343^2+230.25*0.0343-0.0652,FALSE,y=-1.3102*0.0343^2+212.34*0.0343+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20241223 14:00:00-QAC-BLK-A-1-DI-ESF
20241230,1:00:00 PM,QAC,BLK,A,1,DI,ESF,TP,115,1/24/2025,11:43:05 AM,1,P-1.5,0.0318,0.00267,10.8,ug P/L,10.8,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,10.8,,TRUE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,2.341874858,3.509479198,7.248992879,,10.60038707,y=-88.002*0.0318^2+299.37*0.0318-7.0891,y=-31.655*0.0318^2+263.05*0.0318-4.8235,y=-7.6709*0.0318^2+230.25*0.0318-0.0652,FALSE,y=-1.3102*0.0318^2+212.34*0.0318+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20241230 13:00:00-QAC-BLK-A-1-DI-ESF
20250114,1:00:00 PM,QAC,BLK,A,1,DI,ESF,TP,116,1/24/2025,11:43:55 AM,1,P-1.5,0.036,0.00293,11.7,ug P/L,11.7,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,11.7,,TRUE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,3.574169408,4.60527512,8.213858514,,11.49184198,y=-88.002*0.036^2+299.37*0.036-7.0891,y=-31.655*0.036^2+263.05*0.036-4.8235,y=-7.6709*0.036^2+230.25*0.036-0.0652,FALSE,y=-1.3102*0.036^2+212.34*0.036+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20250114 13:00:00-QAC-BLK-A-1-DI-ESF
20241203,11:45:00 AM,QAC,BLK,FIL,1,DI,ESF,TDP,117,1/24/2025,11:44:44 AM,1,P-1.5,0.0303,0.00219,10.5,ug P/L,10.5,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,10.5,,TRUE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,1.901017244,3.117852861,6.904332423,,10.28199912,y=-88.002*0.0303^2+299.37*0.0303-7.0891,y=-31.655*0.0303^2+263.05*0.0303-4.8235,y=-7.6709*0.0303^2+230.25*0.0303-0.0652,FALSE,y=-1.3102*0.0303^2+212.34*0.0303+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20241203 11:45:00-QAC-BLK-FIL-1-DI-ESF
20241210,7:10:00 AM,QAC,BLK,FIL,1,DI,ESF,TDP,118,1/24/2025,11:45:34 AM,1,P-1.5,0.053,0.00342,15.2,ug P/L,15.2,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,15.2,,FALSE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,8.530312382,9.029231105,12.11650244,,15.09963965,y=-88.002*0.053^2+299.37*0.053-7.0891,y=-31.655*0.053^2+263.05*0.053-4.8235,y=-7.6709*0.053^2+230.25*0.053-0.0652,FALSE,y=-1.3102*0.053^2+212.34*0.053+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20241210 07:10:00-QAC-BLK-FIL-1-DI-ESF
20241218,7:35:00 AM,QAC,BLK,FIL,1,DI,ESF,TDP,119,1/24/2025,11:46:23 AM,1,P-1.5,0.0748,0.00493,19.8,ug P/L,19.8,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,19.8,,FALSE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,14.81140129,14.67552901,17.11458101,,19.72500138,y=-88.002*0.0748^2+299.37*0.0748-7.0891,y=-31.655*0.0748^2+263.05*0.0748-4.8235,y=-7.6709*0.0748^2+230.25*0.0748-0.0652,FALSE,y=-1.3102*0.0748^2+212.34*0.0748+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20241218 07:35:00-QAC-BLK-FIL-1-DI-ESF
20241223,2:00:00 PM,QAC,BLK,FIL,1,DI,ESF,TDP,120,1/24/2025,11:47:13 AM,1,P-1.5,0.0658,0.00418,17.9,ug P/L,17.9,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,17.9,,FALSE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,12.22842902,12.34813525,15.05203776,,17.81559931,y=-88.002*0.0658^2+299.37*0.0658-7.0891,y=-31.655*0.0658^2+263.05*0.0658-4.8235,y=-7.6709*0.0658^2+230.25*0.0658-0.0652,FALSE,y=-1.3102*0.0658^2+212.34*0.0658+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20241223 14:00:00-QAC-BLK-FIL-1-DI-ESF
20241230,1:00:00 PM,QAC,BLK,FIL,1,DI,ESF,TDP,121,1/24/2025,11:48:04 AM,1,P-1.5,0.0307,0.00229,10.5,ug P/L,10.5,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,10.5,,TRUE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,2.018617995,3.222300479,6.996245253,,10.36690315,y=-88.002*0.0307^2+299.37*0.0307-7.0891,y=-31.655*0.0307^2+263.05*0.0307-4.8235,y=-7.6709*0.0307^2+230.25*0.0307-0.0652,FALSE,y=-1.3102*0.0307^2+212.34*0.0307+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20241230 13:00:00-QAC-BLK-FIL-1-DI-ESF
20250114,1:00:00 PM,QAC,BLK,FIL,1,DI,ESF,TDP,122,1/24/2025,11:48:54 AM,1,P-1.5,0.0384,0.00349,12.2,ug P/L,12.2,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,12.2,,TRUE,nominal concentration,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,4.276943771,5.230942803,8.765088798,,12.00122403,y=-88.002*0.0384^2+299.37*0.0384-7.0891,y=-31.655*0.0384^2+263.05*0.0384-4.8235,y=-7.6709*0.0384^2+230.25*0.0384-0.0652,FALSE,y=-1.3102*0.0384^2+212.34*0.0384+3.8493,y=-88.002x2+299.37x-7.0891,y=-31.655x2+263.05x-4.8235,y=-7.6709x2+230.25x-0.0652,FALSE,y=-1.3102x2+212.34x+3.8493,20250114 13:00:00-QAC-BLK-FIL-1-DI-ESF
20250123,9:00:00 AM,QAC,STD,D,1,DI,CHK,TP,200,1/24/2025,11:49:44 AM,1,P-1.5,2.36,0.221,494,ug P/L,500.6,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,100.1,500,TRUE,[chk]/[actual]*100,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,,,500.6009554,,497.6744101,FALSE,FALSE,FALSE,FALSE,y=-1.3102*2.36^2+212.34*2.36+3.8493,FALSE,FALSE,FALSE,FALSE,y=-1.3102x2+212.34x+3.8493,20250123 09:00:00-QAC-STD-D-1-DI-CHK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,,232.5352105,228.9542422,,221.1695088,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,49.0005628,46.26988035,45.45077469,,46.05307477,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,155.6105999,159.1931971,152.7379506,,147.4241041,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,47.67663673,45.01683242,44.31459801,,44.99394931,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,134.7608145,134.6032955,128.4635117,,124.2465683,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,41.52990352,39.23242615,39.08324521,,40.12112844,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,,212.6387305,207.648713,,200.4022097,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,69.33461343,65.85797498,63.35146216,,62.7785625,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,,,334.2604902,,325.6624528,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,42.60558875,40.24081563,39.99362869,,40.96867513,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,,289.0384705,292.598245,,283.9438872,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,,169.6832645,163.2722569,,157.5280013,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,,195.6889943,189.8878576,,183.1815665,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,88.80667167,85.29136858,81.38116677,,79.69909953,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,88.33359853,84.81047192,80.93162082,,79.27629049,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
20241210,8:41:00 AM,HST ,0,C,1,SW,SPK,TP,101,1/24/2025,12:03:47 PM,1,P-1.5,5.71,0.55,1170,ug P/L,1173.6,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,117.4,1000,TRUE,([spikedunkn]-[unkn])/[spike]*100,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,,,,,1173.592808,FALSE,FALSE,FALSE,FALSE,y=-1.3102*5.71^2+212.34*5.71+3.8493,FALSE,FALSE,FALSE,FALSE,y=-1.3102x2+212.34x+3.8493,20241210 08:41:00-HST -0-C-1-SW-SPK
20250123,9:00:00 AM,QAC,STD,D,1,DI,CHK,TP,200,1/24/2025,12:04:38 PM,1,P-1.5,2.42,0.228,506,ug P/L,510.0,Conc = - 1.09 * Area^2 + 210 * Area + 4.09,102.0,500,TRUE,[chk]/[actual]*100,OM_1-24-2025_10-47-30AM-adj (8500).omn,,,,,,,1/24/2025,,,,,510.0390447,FALSE,FALSE,FALSE,FALSE,y=-1.3102*2.42^2+212.34*2.42+3.8493,FALSE,FALSE,FALSE,FALSE,y=-1.3102x2+212.34x+3.8493,20250123 09:00:00-QAC-STD-D-1-DI-CHK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,,213.0468207,208.0806159,,200.8220053,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,106.7073918,103.8488111,98.86559259,,96.18047622,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,,238.441942,235.3807768,,227.4575593,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,65.05168576,61.67617975,59.50750062,,59.18078787,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,150.320555,152.7847625,146.3563448,,141.3167405,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,71.58145326,68.06445931,65.38470564,,64.68296014,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,,246.22895,243.928011,,235.837958,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/2025,113.0897176,110.6501476,105.3424096,,102.304102,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19000100 00:00:00------
